px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
11.067	-3.27871	-2.72043	-2.15128	0.299185	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.867204
11.1122	-3.12383	-2.71557	-2.08083	0.378946	11.1178	-2.98807	11.1	-3	0.907725	2.72317	4.15469
11.1765	-2.96658	-2.73434	-2.04638	0.390455	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.631355
11.2266	-2.81743	-2.73613	-2.0016	0.422906	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.785698
11.2812	-2.65431	-2.75647	-1.96589	0.433199	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.616251
11.2267	-2.44922	-2.75223	-1.7907	0.659668	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	30.7472
11.2412	-2.29145	-2.75327	-1.7436	0.669318	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.42566
11.3427	-2.18635	-2.72993	-1.82137	0.493288	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	19.3959
11.3732	-2.02467	-2.74425	-1.78764	0.498174	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.269062
11.3799	-1.86665	-2.74695	-1.73194	0.539378	11.3011	-1.79507	11.35	-1.8	0	2.73035	1.07518
11.3903	-1.7082	-2.75222	-1.69408	0.546331	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.256837
11.3313	-1.54676	-2.7614	-1.58036	0.673332	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	10.2735
11.3187	-1.39917	-2.76809	-1.53872	0.679843	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.278495
11.2701	-1.23666	-2.77929	-1.45262	0.752809	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	3.38155
11.2334	-1.09854	-2.76124	-1.40396	0.760805	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.539315
11.1122	-0.94312	-2.79974	-1.25347	0.928935	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	18.9591
11.0485	-0.796902	-2.81399	-1.19676	0.936553	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.67876
10.9983	-0.657863	-2.80111	-1.16168	0.909138	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	0.903326
10.9222	-0.524808	-2.79374	-1.10471	0.916241	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.219114
10.8227	-0.390012	-2.81302	-1.02056	0.968184	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	2.1166
10.7237	-0.27701	-2.79653	-0.956517	0.980051	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.53271
10.5573	-0.159637	-2.861	-0.814591	1.11304	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	15.0182
10.428	-0.0692628	-2.8439	-0.738406	1.12914	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.75427
10.3346	0.0280275	-2.81087	-0.700167	1.0952	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	1.71761
10.2004	0.0895001	-2.78162	-0.62147	1.11685	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	1.17807
10.0532	0.163377	-2.7971	-0.537598	1.14781	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	1.29022
9.90425	0.195202	-2.76584	-0.449197	1.17672	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.57249
9.75155	0.243991	-2.77409	-0.368221	1.1975	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.886505
9.59151	0.237495	-2.73923	-0.26611	1.23814	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	2.40316
9.43544	0.261301	-2.7457	-0.186484	1.2517	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.567115
9.27714	0.253486	-2.73323	-0.0958066	1.27541	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.641074
9.12507	0.256993	-2.73082	-0.0213899	1.27962	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.0974903
8.97161	0.255592	-2.73456	0.0496392	1.27964	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.030818
8.84897	0.21643	-2.64405	0.132525	1.29362	8.90199	0.247143	8.85	0.25	-1.81847	0	7.54046
8.71431	0.210448	-2.64089	0.188879	1.27895	8.76016	0.263752	8.75	0.25	-1.81846	0	0.279839
8.54044	0.2293	-2.74596	0.218504	1.22882	8.46355	0.258809	8.55	0.25	-3.6326	0	11.1784
8.38973	0.206311	-2.75234	0.275626	1.21692	8.35367	0.252596	8.35	0.25	-3.6326	0	0.190822
8.23769	0.171381	-2.76457	0.333956	1.20633	8.05161	0.241868	8.2	0.25	-2.72841	0	0.540639
8.09104	0.149346	-2.76732	0.375813	1.18044	8.05411	0.247878	8.05	0.25	-2.72842	0	0.642632
7.94427	0.104604	-2.7752	0.427933	1.16579	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.533465
7.79898	0.0634419	-2.77801	0.471678	1.1442	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.542915
7.65686	0.0214064	-2.79194	0.503591	1.10663	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	1.39921
7.5148	-0.0317298	-2.79298	0.545018	1.08648	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.542667
7.35763	-0.0433726	-2.83523	0.529021	0.996251	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	6.7851
7.2263	-0.0843864	-2.82934	0.553612	0.970928	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.927699
7.12019	-0.183607	-2.79422	0.634156	1.01222	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	3.04962
6.99148	-0.248919	-2.78429	0.668716	0.991503	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.659864
6.88038	-0.346793	-2.77256	0.730288	1.00472	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.585489
6.76757	-0.429434	-2.75924	0.771161	0.991288	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.39792
6.67309	-0.539284	-2.74632	0.835796	1.00835	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.539047
6.56982	-0.636386	-2.73721	0.879305	0.997276	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.307653
6.52114	-0.804549	-2.72911	1.00779	1.10236	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	6.5931
6.44589	-0.934918	-2.72975	1.06936	1.10326	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.0025807
6.39461	-1.07204	-2.73592	1.14382	1.12915	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.3652
6.34255	-1.20813	-2.7451	1.20518	1.13278	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.150415
6.29627	-1.33363	-2.74119	1.25551	1.12234	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.213225
6.25677	-1.4596	-2.73628	1.30935	1.12088	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.0483891
6.25863	-1.62574	-2.76259	1.42178	1.20398	6.24787	-1.61119	6.25	-1.6	0	-2.99288	4.4165
6.24121	-1.76168	-2.76168	1.48121	1.20328	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.00531327
6.27484	-1.94219	-2.79504	1.60704	1.29116	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	5.30284
6.2961	-2.08945	-2.78449	1.68285	1.29733	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.212955
6.30765	-2.22235	-2.7479	1.72768	1.25455	6.53066	-2.26346	6.35	-2.2	0	-2.72782	2.68361
6.34218	-2.366	-2.74122	1.79993	1.25877	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0773091
6.35505	-2.50017	-2.71168	1.83689	1.21101	6.27034	-2.51837	6.35	-2.55	0	-3.63689	2.18413
6.38754	-2.65558	-2.72845	1.89581	1.20075	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.429768
6.4446	-2.80818	-2.75095	1.96881	1.21105	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.549803
6.49231	-2.96338	-2.77147	2.02325	1.19574	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.681105
6.547	-3.10147	-2.76165	2.07205	1.17143	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.785467
6.60409	-3.25111	-2.77994	2.11969	1.15193	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.713072
6.67068	-3.38165	-2.75918	2.16351	1.1226	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.62287
6.73242	-3.53035	-2.77929	2.20123	1.09557	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.08298
6.80425	-3.66017	-2.76651	2.2401	1.06741	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	1.35971
6.8638	-3.81504	-2.79094	2.26224	1.02721	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	2.01878
6.93022	-3.93705	-2.75382	2.28793	0.987045	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	3.29253
6.98818	-4.09444	-2.77652	2.29794	0.939296	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	2.48012
7.09589	-4.23163	-2.82395	2.34571	0.938809	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.359
7.16359	-4.39004	-2.84517	2.35094	0.889176	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	2.44869
7.24516	-4.50885	-2.8158	2.3741	0.858573	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	2.31758
7.30022	-4.67544	-2.83214	2.36108	0.795521	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	3.5825
7.36885	-4.78013	-2.78237	2.37326	0.760459	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	4.40059
7.41847	-4.92285	-2.78705	2.3611	0.708755	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	2.53439
7.52116	-5.04367	-2.84578	2.39235	0.71126	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	5.8041
7.57773	-5.19357	-2.85477	2.37573	0.657051	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	2.64326
7.64548	-5.29651	-2.76664	2.382	0.618789	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	9.90435
7.70769	-5.44831	-2.76823	2.36653	0.56793	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	2.2347
7.80247	-5.56579	-2.78021	2.38565	0.557921	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	2.60446
7.87373	-5.71683	-2.78573	2.37139	0.511771	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	1.70051
7.94207	-5.81976	-2.69874	2.37227	0.477069	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	10.1761
8.00356	-5.96207	-2.69447	2.35497	0.432983	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	1.67826
8.1063	-6.07951	-2.72002	2.37243	0.428822	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	1.5361
8.17033	-6.23282	-2.72428	2.34798	0.380179	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	1.81574
8.28147	-6.35617	-2.76062	2.3647	0.37823	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.64064
8.34933	-6.51299	-2.7679	2.33847	0.330697	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	1.70202
8.41863	-6.61978	-2.69466	2.33328	0.301559	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	6.9956
8.47144	-6.76677	-2.68799	2.304	0.255565	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	1.77057
8.54932	-6.88066	-2.66764	2.30341	0.239669	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	1.10409
8.59295	-7.04116	-2.66719	2.26227	0.185379	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	2.20881
8.69686	-7.16666	-2.71138	2.2757	0.19331	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	2.77524
8.75102	-7.33197	-2.72145	2.23804	0.145242	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	1.71906
8.81386	-7.4536	-2.66756	2.22098	0.113309	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	5.15298
8.86857	-7.59595	-2.66497	2.19643	0.0827364	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.747849
8.96769	-7.72158	-2.70894	2.21088	0.0988716	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	3.2696
9.0263	-7.87229	-2.71509	2.18478	0.0677843	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.700843
9.11207	-7.99604	-2.74317	2.18893	0.071489	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	1.0746
9.15193	-8.14651	-2.75052	2.15265	0.0322154	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	1.16284
9.19	-8.27183	-2.67419	2.1177	-0.016367	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	8.88856
9.23443	-8.41819	-2.67309	2.08957	-0.0432462	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.601146
9.30545	-8.54859	-2.67839	2.08604	-0.0433498	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.113706
9.34247	-8.70383	-2.68281	2.05173	-0.0745581	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.734323
9.4074	-8.83859	-2.68802	2.04521	-0.0759306	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.148472
9.43883	-8.99551	-2.69262	2.00971	-0.106388	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.716556
9.50617	-9.12228	-2.71786	2.01444	-0.0906962	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	1.09495
9.52772	-9.27897	-2.73162	1.97506	-0.124202	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.960765
9.58459	-9.4195	-2.73644	1.96755	-0.123614	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.11898
9.61415	-9.58249	-2.74719	1.93499	-0.148308	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.516709
9.66929	-9.71367	-2.76297	1.93514	-0.136366	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.533134
9.68906	-9.86813	-2.77601	1.90195	-0.161511	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.593479
9.71693	-9.99761	-2.75814	1.87945	-0.180523	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.617367
9.75373	-10.1338	-2.76126	1.8662	-0.184494	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.0198912
9.76029	-10.2769	-2.71738	1.81858	-0.236533	9.77731	-10.3295	9.75	-10.3	0	-2.72851	4.56056
9.78664	-10.4289	-2.72179	1.79771	-0.243977	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0551248
9.83842	-10.5803	-2.74471	1.80179	-0.219729	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	0.99973
9.86497	-10.7333	-2.74918	1.78369	-0.225339	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0376311
9.87204	-10.8668	-2.72895	1.75067	-0.255199	9.84397	-10.9287	9.85	-10.9	0	-3.00318	1.20939
9.883	-11.012	-2.73772	1.72734	-0.26499	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.132464
9.89859	-11.1444	-2.73545	1.71258	-0.265597	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.365175
9.89501	-11.2971	-2.74962	1.68159	-0.281955	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.368116
9.91538	-11.4361	-2.76012	1.67612	-0.268223	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.430325
9.90361	-11.5907	-2.77479	1.64322	-0.286197	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.437816
9.83152	-11.7296	-2.70528	1.53983	-0.409157	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	16.36
9.80797	-11.8778	-2.70378	1.50609	-0.41996	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.239018
9.77058	-12.0254	-2.69008	1.45296	-0.462198	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	1.64354
9.72683	-12.1726	-2.69109	1.41141	-0.477423	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.419455
9.68265	-12.315	-2.68303	1.36614	-0.502775	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.501354
9.62686	-12.4629	-2.68931	1.32281	-0.517043	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.330717
9.5076	-12.5863	-2.65445	1.20373	-0.643178	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	10.8967
9.43315	-12.7135	-2.64971	1.15544	-0.655613	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.510607
9.27314	-12.8064	-2.62466	0.999742	-0.828151	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	18.3054
9.16368	-12.9076	-2.62707	0.934768	-0.849538	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	1.30448
9.00146	-12.9968	-2.62591	0.799559	-0.972527	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	8.57318
8.88847	-13.0795	-2.61173	0.736787	-0.982631	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0.750625
8.75833	-13.1609	-2.61304	0.656762	-1.0179	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0.913082
8.62547	-13.2311	-2.60906	0.587401	-1.0306	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0.673927
8.41177	-13.2412	-2.64461	0.392596	-1.23279	8.27267	-12.996	8.4	-13.15	-2.99683	0	23.8555
8.28379	-13.2673	-2.62973	0.321033	-1.24398	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.763105
8.15382	-13.3074	-2.61417	0.267526	-1.21937	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	1.40883
8.00483	-13.327	-2.61137	0.190111	-1.22915	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.419393
7.85205	-13.3412	-2.62574	0.103333	-1.25783	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.719642
7.69502	-13.335	-2.62791	0.0210614	-1.26926	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.650536
7.56335	-13.3329	-2.62661	-0.0417692	-1.26731	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.055332
7.4189	-13.3116	-2.63446	-0.115283	-1.27492	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.527078
7.25904	-13.2659	-2.66462	-0.219568	-1.32333	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	2.15735
7.10788	-13.2182	-2.67132	-0.300446	-1.32942	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.351853
6.97085	-13.1724	-2.6582	-0.365059	-1.31364	6.79473	-13.0433	6.85	-13.15	-3.63709	0	0.933461
6.80541	-13.1286	-2.69441	-0.428642	-1.29883	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.3333
6.67993	-13.0703	-2.70527	-0.494721	-1.30185	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.2982
6.52738	-13.0167	-2.74479	-0.546782	-1.28245	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.66465
6.42732	-13.004	-2.61513	-0.536821	-1.16429	6.27012	-13.1139	6.25	-13.05	-1.81729	0	24.6169
6.27266	-12.9566	-2.64676	-0.574542	-1.13408	6.14459	-13.0471	6.15	-13.05	-1.81729	0	1.40461
6.14516	-12.8639	-2.67529	-0.648486	-1.1522	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	1.03057
5.9962	-12.7937	-2.70556	-0.688411	-1.12547	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	1.12908
5.89314	-12.725	-2.68106	-0.725477	-1.09961	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	1.28678
5.7414	-12.6691	-2.72137	-0.740801	-1.05631	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	2.47208
5.64432	-12.6131	-2.65926	-0.756696	-1.0043	5.45236	-12.7392	5.45	-12.7	-2.00001	1	6.1602
5.50337	-12.5539	-2.68744	-0.76907	-0.964678	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	1.76001
5.40359	-12.4614	-2.69293	-0.81394	-0.961773	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.18626
5.27209	-12.3857	-2.71723	-0.831125	-0.929425	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	1.21457
5.17148	-12.292	-2.70057	-0.868266	-0.91391	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	1.05874
5.04444	-12.1976	-2.71678	-0.891761	-0.886645	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.735555
4.95145	-12.0604	-2.79504	-0.959358	-0.923248	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	8.0316
4.84497	-11.9549	-2.81117	-0.986047	-0.902906	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.520835
4.77154	-11.8493	-2.77575	-1.0209	-0.887312	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	2.22238
4.68584	-11.7375	-2.78175	-1.05332	-0.875119	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.140776
4.60905	-11.6012	-2.82895	-1.10155	-0.883575	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	2.75206
4.55341	-11.47	-2.82842	-1.15045	-0.888213	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.0193559
4.4885	-11.3259	-2.86823	-1.19586	-0.889916	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	1.77167
4.44742	-11.1827	-2.87127	-1.24875	-0.898008	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.100095
4.43821	-11.0518	-2.78165	-1.31586	-0.918948	4.43672	-11.0976	4.45	-11.05	0	1.8168	9.69352
4.40936	-10.9088	-2.77363	-1.36821	-0.921467	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.140009
4.38349	-10.7692	-2.78073	-1.41408	-0.920557	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.0848516
4.38631	-10.6315	-2.77304	-1.47397	-0.935196	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.315434
4.43355	-10.505	-2.69871	-1.56886	-0.997289	4.44716	-10.5583	4.45	-10.55	0	2.00041	8.87631
4.43717	-10.3801	-2.68898	-1.61688	-0.996432	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.204909
4.45556	-10.246	-2.68264	-1.67531	-1.00737	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.151606
4.49146	-10.1131	-2.68035	-1.73848	-1.02034	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.241824
4.49582	-9.96701	-2.69626	-1.76837	-0.985281	4.56608	-10.005	4.55	-10	0	2.72717	1.27858
4.53546	-9.82445	-2.69458	-1.82702	-0.989866	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0457828
4.59295	-9.68348	-2.68973	-1.89778	-1.01076	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.303786
4.66732	-9.54161	-2.69695	-1.9692	-1.02549	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.341916
4.67073	-9.40452	-2.71574	-1.96099	-0.944425	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.47465
4.7514	-9.27318	-2.7305	-2.02507	-0.958941	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.550838
4.87297	-9.16564	-2.72434	-2.1368	-1.04341	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.32436
4.96403	-9.04903	-2.73422	-2.19809	-1.0509	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.211334
4.97667	-8.9222	-2.72597	-2.16425	-0.930027	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	9.05535
5.0721	-8.79945	-2.74617	-2.21836	-0.934646	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.508427
5.1949	-8.69386	-2.74867	-2.30098	-0.975779	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.26041
5.31061	-8.58161	-2.75839	-2.36067	-0.980175	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.165389
5.34326	-8.45377	-2.74043	-2.32303	-0.856739	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	9.26229
5.4564	-8.34031	-2.76699	-2.36996	-0.857221	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.773897
5.56069	-8.23945	-2.77576	-2.41384	-0.859046	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.446953
5.67968	-8.13454	-2.79924	-2.45793	-0.857289	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.592645
5.73905	-8.01519	-2.77771	-2.42979	-0.752492	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	7.35269
5.84657	-7.91958	-2.78438	-2.46508	-0.749652	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.0771334
5.93198	-7.81345	-2.776	-2.46624	-0.696076	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	2.05246
6.0419	-7.71568	-2.7867	-2.49588	-0.690319	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.24706
6.14443	-7.60753	-2.77682	-2.50101	-0.640791	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	1.7421
6.26388	-7.50785	-2.78148	-2.52997	-0.63474	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.192757
6.38473	-7.4264	-2.79279	-2.57068	-0.652425	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.31954
6.51185	-7.33499	-2.81366	-2.5982	-0.6459	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.49363
6.64668	-7.25635	-2.81584	-2.63371	-0.645925	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.015791
6.77758	-7.17899	-2.81407	-2.66532	-0.642597	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.0778019
6.85648	-7.07611	-2.7741	-2.62812	-0.536711	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	8.49393
6.9748	-7.00104	-2.77663	-2.64983	-0.531851	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.110321
7.10871	-6.92756	-2.775	-2.67315	-0.521665	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.152472
7.24734	-6.83547	-2.79238	-2.6895	-0.509001	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.654398
7.34417	-6.72655	-2.75146	-2.64538	-0.395954	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	10.1736
7.47662	-6.63534	-2.76272	-2.65609	-0.384981	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.424254
7.59694	-6.55027	-2.75047	-2.65421	-0.35022	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.911198
7.71964	-6.47832	-2.74067	-2.66946	-0.347145	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.236313
7.86703	-6.42656	-2.75219	-2.71143	-0.38233	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	0.932582
