px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.99561	-6.3615	-2.74499	-2.72844	-0.379068	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.167109
8.0775	-6.26261	-2.70132	-2.68075	-0.279	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	8.3371
8.18822	-6.1922	-2.69729	-2.68631	-0.271522	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.343764
8.31237	-6.11427	-2.68935	-2.68278	-0.243859	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.597386
8.4472	-6.03347	-2.70018	-2.68764	-0.235435	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.216991
8.5533	-5.95609	-2.68574	-2.67197	-0.194069	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	1.35363
8.6692	-5.88356	-2.68874	-2.67391	-0.186791	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.174264
8.79812	-5.82923	-2.69791	-2.69347	-0.202082	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.282949
8.92437	-5.7453	-2.71659	-2.68986	-0.188709	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.578588
9.02748	-5.65711	-2.69534	-2.6537	-0.117677	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	4.87752
9.14903	-5.56496	-2.71364	-2.6435	-0.102173	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.709418
9.25123	-5.45522	-2.69012	-2.59602	-0.0246806	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	4.76312
9.37466	-5.34867	-2.70401	-2.57976	-0.00797887	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.745406
9.47473	-5.23586	-2.68653	-2.53418	0.058579	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	3.293
9.58838	-5.12961	-2.69279	-2.5169	0.0716948	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.491515
9.70092	-5.05614	-2.69586	-2.52321	0.0557404	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.299598
9.80213	-4.97074	-2.69227	-2.51434	0.061324	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.183686
9.89621	-4.8575	-2.6731	-2.46776	0.126331	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	3.30054
10.001	-4.76506	-2.66474	-2.45791	0.129068	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.163301
10.0859	-4.64263	-2.64706	-2.40271	0.200921	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	3.82378
10.1848	-4.52483	-2.65327	-2.37907	0.212399	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.400695
10.2772	-4.41086	-2.64879	-2.35004	0.236201	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.506052
10.3742	-4.29668	-2.65226	-2.33048	0.242136	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.110572
10.4608	-4.1918	-2.65281	-2.3063	0.260629	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.370203
10.5497	-4.06559	-2.67423	-2.28013	0.271967	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.622458
10.6599	-3.97734	-2.68787	-2.29835	0.223768	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	1.84408
10.7469	-3.85053	-2.70713	-2.27429	0.234819	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.586753
10.7804	-3.70134	-2.68904	-2.17926	0.358857	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	10.9557
10.856	-3.5594	-2.71469	-2.14726	0.370746	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.86254
10.9606	-3.46589	-2.72428	-2.1771	0.296308	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	4.07581
11.0386	-3.3336	-2.74258	-2.1544	0.302741	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.381133
11.0726	-3.18808	-2.73505	-2.07993	0.390508	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	5.41388
11.1401	-3.04415	-2.75791	-2.05165	0.397484	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.565994
11.1423	-2.86348	-2.75294	-1.93305	0.542557	11.1386	-2.78926	11.15	-2.8	0	2.73104	14.2106
11.1852	-2.70748	-2.76101	-1.89426	0.55029	11.141	-2.65084	11.15	-2.65	0	2.73102	0.281214
11.1928	-2.54099	-2.76297	-1.81269	0.626493	11.1042	-2.54354	11.15	-2.55	0	1.81785	3.68044
11.2153	-2.40491	-2.74499	-1.77635	0.62934	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.38309
11.308	-2.30665	-2.72894	-1.84155	0.480654	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	15.4105
11.3446	-2.15232	-2.7529	-1.81242	0.483473	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.559325
11.3562	-1.9945	-2.75554	-1.75774	0.524875	11.3117	-1.92025	11.35	-1.95	0	1.81854	1.16177
11.3772	-1.84907	-2.74962	-1.72713	0.526833	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.0538345
11.3917	-1.69729	-2.7506	-1.68878	0.541562	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.162272
11.3991	-1.54403	-2.75101	-1.65399	0.546012	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.102794
11.3387	-1.37627	-2.75919	-1.53951	0.674046	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	10.5536
11.3169	-1.22774	-2.75215	-1.49489	0.681263	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.301455
11.2172	-1.05957	-2.77727	-1.35675	0.833668	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	15.0357
11.1607	-0.91417	-2.77081	-1.29931	0.844606	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.609176
11.0889	-0.777094	-2.78422	-1.22264	0.894994	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	1.89564
11.0233	-0.646636	-2.7844	-1.16912	0.902799	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.339998
10.9039	-0.512253	-2.82433	-1.05301	1.00892	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	8.60808
10.818	-0.387162	-2.8301	-0.995435	1.01461	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.296222
10.7232	-0.260831	-2.83285	-0.932367	1.02524	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.109975
10.6126	-0.162393	-2.80943	-0.863364	1.0399	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0.827314
10.4678	-0.0636535	-2.86234	-0.749068	1.13561	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	9.14312
10.3419	0.014457	-2.85147	-0.677611	1.15075	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.680199
10.2416	0.0922252	-2.8169	-0.635514	1.12469	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	1.86522
10.1068	0.128612	-2.7822	-0.553135	1.15461	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	2.11862
9.96891	0.194402	-2.78749	-0.477548	1.17365	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	1.03286
9.81324	0.215379	-2.75834	-0.383966	1.20631	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	1.85233
9.65959	0.252438	-2.79219	-0.29902	1.23952	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	2.57189
9.51208	0.258476	-2.77783	-0.214669	1.26369	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.838089
9.38332	0.265852	-2.69368	-0.151523	1.24789	9.22819	0.16178	9.35	0.15	-1.81963	0	7.76445
9.23416	0.251408	-2.67633	-0.0623007	1.27137	9.24456	0.139817	9.25	0.15	-1.81962	0	0.714609
9.09103	0.258156	-2.70509	0.00401989	1.27564	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	0.940648
8.95705	0.252924	-2.70415	0.0678521	1.27585	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.00189303
8.81779	0.247747	-2.72514	0.126745	1.27061	8.84168	0.257617	8.8	0.25	-2.99995	0	0.497641
8.68047	0.230312	-2.72941	0.187954	1.26753	8.65606	0.24536	8.65	0.25	-2.99994	0	0.0426449
8.53915	0.211494	-2.74991	0.243325	1.25731	8.43549	0.247188	8.5	0.25	-2.99323	0	0.488892
8.39959	0.191529	-2.75914	0.294015	1.24308	8.34184	0.250769	8.35	0.25	-2.9932	0	0.368672
8.2571	0.152615	-2.75886	0.354745	1.23531	8.27073	0.243988	8.2	0.25	-2.73233	0	0.152185
8.1078	0.134633	-2.76533	0.392862	1.20344	8.03847	0.260731	8.05	0.25	-2.73234	0	1.17004
7.97088	0.109587	-2.78862	0.423188	1.16764	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	1.47672
7.8316	0.0724727	-2.79792	0.462891	1.14702	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.83477
7.67723	0.0581191	-2.84266	0.466533	1.07914	7.46173	0.143776	7.6	0.15	-2.99599	0	5.24276
7.53881	0.0271501	-2.84287	0.492542	1.05007	7.45455	0.149294	7.45	0.15	-2.99596	0	1.22633
7.42507	-0.0673527	-2.8034	0.578001	1.09122	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	4.19597
7.29228	-0.107955	-2.78661	0.603904	1.05783	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	1.55921
7.14822	-0.145347	-2.79904	0.606345	0.986888	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	4.34254
7.01052	-0.212922	-2.79842	0.641799	0.967694	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.692658
6.94799	-0.368965	-2.74543	0.779931	1.08675	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	13.4032
6.84282	-0.450173	-2.72753	0.82195	1.07058	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.645399
6.68475	-0.453573	-2.74358	0.748995	0.896239	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	18.8428
6.58097	-0.546382	-2.74622	0.790392	0.892585	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.0627074
6.51722	-0.706088	-2.73525	0.907612	0.988185	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	6.42064
6.43226	-0.831637	-2.73604	0.966012	0.992152	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.0482147
6.38998	-0.987146	-2.74116	1.073	1.0734	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	3.75083
6.33241	-1.11823	-2.74622	1.13286	1.07883	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.132512
6.26645	-1.2591	-2.75279	1.18983	1.07507	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.21458
6.21716	-1.4093	-2.75927	1.25349	1.07859	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.11301
6.25472	-1.63059	-2.80692	1.4402	1.26499	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	19.9622
6.25631	-1.77953	-2.7935	1.51682	1.27344	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.452083
6.25961	-1.91766	-2.78996	1.58534	1.28053	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.140153
6.28088	-2.05443	-2.78083	1.65723	1.28914	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.329631
6.29088	-2.19311	-2.75603	1.70812	1.25689	6.45002	-2.23466	6.35	-2.2	0	-2.72856	1.41979
6.32073	-2.34177	-2.75447	1.77957	1.25936	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.0210715
6.3742	-2.49902	-2.77441	1.8685	1.28683	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.867375
6.42888	-2.64363	-2.7744	1.94234	1.28966	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.0325201
6.4393	-2.75493	-2.68174	1.94824	1.18961	6.46538	-2.81029	6.45	-2.8	0	-2.72732	13.6706
6.4895	-2.89781	-2.69072	2.00725	1.18177	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.151114
6.54924	-3.04127	-2.71198	2.06998	1.18243	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	0.825025
6.60429	-3.19675	-2.7397	2.11615	1.15913	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	1.29111
6.66482	-3.33095	-2.72515	2.15635	1.12544	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.93171
6.72467	-3.49034	-2.75857	2.19063	1.09268	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	2.03507
6.78582	-3.61861	-2.72768	2.21966	1.04949	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	3.31524
6.8436	-3.77877	-2.75847	2.24015	1.0076	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	2.39013
6.89885	-3.89938	-2.70554	2.25702	0.955715	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	5.55282
6.95288	-4.06258	-2.7351	2.26398	0.906047	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	2.87525
6.99531	-4.16616	-2.6592	2.26722	0.847822	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	9.13927
7.04728	-4.30725	-2.6788	2.27185	0.807476	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	1.80882
7.13761	-4.43035	-2.72607	2.31025	0.811599	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	2.81731
7.2018	-4.57789	-2.75254	2.31222	0.769798	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	2.21312
7.26355	-4.67951	-2.70172	2.32386	0.734714	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	4.23349
7.32926	-4.81418	-2.71702	2.32718	0.699507	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	1.32024
7.40782	-4.92873	-2.68548	2.34323	0.671962	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	2.29038
7.46643	-5.08601	-2.69958	2.32933	0.619364	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	2.55048
7.57056	-5.20836	-2.77042	2.36124	0.628465	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	7.19192
7.63193	-5.36174	-2.79053	2.34371	0.577585	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	2.56574
7.69734	-5.46365	-2.73463	2.34699	0.545249	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	5.24351
7.75486	-5.60466	-2.74254	2.33117	0.501199	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	1.72667
7.85559	-5.72808	-2.76742	2.35118	0.49617	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.56527
7.92585	-5.88832	-2.78179	2.33168	0.448288	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	2.00143
7.99262	-5.99548	-2.7028	2.3292	0.413297	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	8.8296
8.05576	-6.14618	-2.70811	2.30914	0.370121	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	1.47756
8.15132	-6.26334	-2.70994	2.32243	0.362868	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.183263
8.22855	-6.39695	-2.71164	2.31642	0.336841	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.532324
8.33926	-6.51813	-2.74577	2.33553	0.339926	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.30025
8.41258	-6.66043	-2.74977	2.3206	0.306377	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.857563
8.50087	-6.77651	-2.72757	2.32416	0.290895	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.22951
8.55936	-6.93129	-2.73111	2.29425	0.245144	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	1.56246
8.64506	-7.05288	-2.72124	2.29433	0.230605	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.636625
8.68961	-7.22369	-2.7287	2.2494	0.173343	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	2.41014
8.77269	-7.33912	-2.73825	2.25251	0.168536	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.304797
8.8296	-7.47645	-2.74277	2.23019	0.137999	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.72122
8.90898	-7.59983	-2.73252	2.22748	0.126685	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.391502
8.95845	-7.75921	-2.73717	2.19245	0.085018	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	1.29459
9.03075	-7.88565	-2.72226	2.18479	0.070783	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.520748
9.06872	-8.05424	-2.72975	2.14095	0.0235948	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	1.63314
9.13842	-8.1832	-2.71951	2.13317	0.0129882	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.24965
9.20014	-8.32271	-2.72022	2.11807	-0.0026055	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.187283
9.28087	-8.44269	-2.74906	2.12716	0.0119174	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.60085
9.31907	-8.58749	-2.75391	2.09624	-0.0190267	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.753323
9.38507	-8.70905	-2.75951	2.09398	-0.01889	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.293279
9.42477	-8.86	-2.77149	2.06322	-0.0480194	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.74466
9.46282	-8.99522	-2.72002	2.0294	-0.090214	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	5.20186
9.50564	-9.1419	-2.71991	2.006	-0.108355	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.298938
9.56091	-9.27793	-2.71518	1.99497	-0.114022	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.138917
9.59971	-9.42785	-2.71767	1.97032	-0.131923	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.264922
9.66128	-9.56971	-2.72675	1.9652	-0.128465	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.174116
9.70369	-9.72113	-2.73301	1.94472	-0.141323	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.143876
9.77481	-9.85778	-2.76721	1.95446	-0.117645	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.77664
9.8033	-10.0034	-2.77475	1.92884	-0.136558	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.313746
9.8192	-10.1436	-2.7282	1.88662	-0.18388	9.75497	-10.1932	9.75	-10.2	0	-2.72857	4.18783
9.83117	-10.3091	-2.73857	1.84842	-0.210797	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.62498
9.87491	-10.4543	-2.74669	1.84211	-0.202282	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.289626
9.89853	-10.6119	-2.75393	1.81757	-0.214977	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.153548
9.9027	-10.7576	-2.7209	1.77365	-0.25903	9.86786	-10.8223	9.85	-10.8	0	-2.72846	2.66663
9.90802	-10.9166	-2.72729	1.74122	-0.27628	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.27887
9.91736	-11.0643	-2.71606	1.71155	-0.295463	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.385688
9.90963	-11.225	-2.72356	1.67492	-0.314649	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.37133
9.92749	-11.3641	-2.73193	1.66419	-0.306893	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.15683
9.91866	-11.5159	-2.74521	1.6327	-0.321621	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.306172
9.89079	-11.6649	-2.7181	1.57506	-0.377764	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	3.31981
9.85242	-11.83	-2.73138	1.5276	-0.402477	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.732814
9.80683	-11.9765	-2.7091	1.46451	-0.459394	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	2.60133
9.75479	-12.1353	-2.72033	1.41572	-0.480981	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.623479
9.66719	-12.2728	-2.68931	1.31962	-0.578226	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	6.60297
9.61029	-12.4061	-2.68108	1.27653	-0.589455	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.525293
9.47214	-12.5253	-2.64658	1.1379	-0.738007	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	13.8473
9.39881	-12.6395	-2.63105	1.09054	-0.745695	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.658936
9.25203	-12.7515	-2.62398	0.953424	-0.88254	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	11.182
9.1417	-12.8525	-2.61652	0.8881	-0.898764	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	1.00454
9.02463	-12.9509	-2.61525	0.810093	-0.938196	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0.956289
8.90894	-13.0368	-2.6061	0.746933	-0.949883	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0.658652
8.78063	-13.1185	-2.60629	0.67015	-0.982394	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	0.949228
8.64265	-13.1971	-2.61294	0.601171	-0.994891	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0.613111
8.43318	-13.2256	-2.6489	0.418341	-1.17917	8.43462	-13.263	8.4	-13.15	-2.72644	0	19.6293
8.29187	-13.26	-2.63608	0.342467	-1.19101	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0.709485
8.12215	-13.2679	-2.66774	0.215681	-1.28693	8.10139	-13.1447	8.1	-13.15	-3.00083	0	5.62868
7.98497	-13.2715	-2.65733	0.13915	-1.29957	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.72259
7.86107	-13.3033	-2.63077	0.10282	-1.248	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	2.00358
7.70443	-13.3059	-2.63774	0.0262353	-1.25376	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.301466
7.53205	-13.2737	-2.67914	-0.0949783	-1.32993	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	4.64489
7.38286	-13.2354	-2.67363	-0.180434	-1.34209	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.50112
7.25394	-13.2233	-2.64036	-0.223316	-1.29604	7.19553	-13.2012	7.2	-13.15	-2.73035	0	2.21236
7.1047	-13.1821	-2.64904	-0.298173	-1.29773	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.17477
6.97255	-13.149	-2.63081	-0.35116	-1.27088	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0.806693
6.81015	-13.1072	-2.66393	-0.412478	-1.25681	6.672	-13.1364	6.65	-13.15	-3.63617	0	1.07802
6.70141	-13.103	-2.56648	-0.407743	-1.14757	6.53838	-13.1322	6.55	-13.15	-1.81656	0	15.9396
6.55159	-13.069	-2.59051	-0.451146	-1.12502	6.46904	-13.1587	6.45	-13.15	-1.81657	0	0.845472
6.42448	-13.0148	-2.57677	-0.498293	-1.10284	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.846037
6.27248	-12.9671	-2.60618	-0.537858	-1.07875	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	0.998233
6.13857	-12.8593	-2.66407	-0.630618	-1.12748	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	4.3287
5.98772	-12.792	-2.69549	-0.669189	-1.10108	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	1.12594
5.87628	-12.7265	-2.65391	-0.701139	-1.06179	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	2.80057
5.71782	-12.666	-2.69037	-0.720861	-1.02062	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	2.02745
5.60076	-12.5631	-2.71308	-0.779494	-1.02743	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.769735
5.43672	-12.4895	-2.75546	-0.793056	-0.981714	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	2.55166
5.32793	-12.3906	-2.74684	-0.835844	-0.967999	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.416326
5.18426	-12.3031	-2.77263	-0.854981	-0.932618	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	1.25948
5.09187	-12.2091	-2.7615	-0.891177	-0.920361	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.398821
4.97348	-12.1168	-2.7799	-0.912723	-0.894941	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.682737
4.89417	-12.0298	-2.72652	-0.937982	-0.866484	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	3.68964
4.80511	-11.9241	-2.73133	-0.973096	-0.858068	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.0680792
4.71738	-11.78	-2.80478	-1.03192	-0.88217	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	5.88934
4.62456	-11.6611	-2.82008	-1.06226	-0.867266	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.424717
4.57189	-11.5612	-2.74686	-1.09593	-0.851348	4.53697	-11.5591	4.55	-11.55	0	1.99749	6.63913
4.52054	-11.4382	-2.74093	-1.14339	-0.85667	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.0698357
4.43587	-11.2697	-2.84187	-1.19144	-0.860613	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	11.893
4.40499	-11.1075	-2.84227	-1.25897	-0.880666	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.336864
4.41174	-10.9771	-2.72977	-1.33571	-0.913393	4.39651	-10.8822	4.45	-10.95	0	1.81807	15.8874
4.3989	-10.8316	-2.72022	-1.39721	-0.925521	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.264609
4.38979	-10.6888	-2.70332	-1.45649	-0.935907	4.493	-10.7885	4.45	-10.7	0	2.72865	0.426986
4.39276	-10.5398	-2.69901	-1.51892	-0.947261	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.144245
4.39949	-10.3923	-2.68988	-1.57993	-0.958059	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.149027
4.41405	-10.2434	-2.68917	-1.63927	-0.964666	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.0433001
4.44179	-10.1	-2.67885	-1.70376	-0.978867	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.293483
4.48638	-9.95092	-2.68148	-1.7728	-0.993626	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.227507
4.52969	-9.80446	-2.68231	-1.83672	-1.00436	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.172386
4.59025	-9.65816	-2.68928	-1.90464	-1.016	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0.19038
4.65184	-9.52114	-2.68893	-1.9678	-1.0239	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.160832
4.73927	-9.38235	-2.69922	-2.0419	-1.03989	4.82761	-9.37054	4.85	-9.35	1.81921	2.7288	0.459538
